,TTI
460,1.4573984
461,1.7410707
462,1.2089634
463,1.2073317
464,1.3372815
465,1.501142
466,1.347395
467,1.4351931
468,1.6845715
469,1.6091838
470,1.6530381
471,1.6899927
472,1.6967273
473,1.6852168
474,1.9295136
475,2.1658525
476,2.1353412
477,2.070426
478,1.934838
479,1.7793746
480,1.5718743
481,1.4484138
482,1.2445221
483,1.2296609
484,1.2407808
485,1.2641273
486,1.239567
487,1.2159429
488,1.3719599
489,1.3303325
490,1.5002357
491,1.4394214
492,1.9038701
493,1.8440654
494,1.6160904
495,3.8534057
496,2.3022156
497,2.5414977
498,2.9024653
499,2.309436
500,2.986982
501,1.4765208
502,1.5052826
503,1.5371985
504,1.0634589
505,1.0685537
506,1.0665376
507,1.4416463
508,1.4060851
509,1.4970877
510,1.1024903
511,1.1200405
512,1.119703
513,1.3464676
514,1.1857593
515,1.2238461
516,1.9559649
517,1.7281431
518,1.8889891
519,1.905459
520,1.6544915
521,1.77097
522,1.6395419
523,1.5598253
524,1.521168
525,2.6598861
526,2.7215044
527,2.7297585
528,2.180747
529,2.0755723
530,1.8779684
531,1.185811
532,1.3291676
533,1.3487091
534,1.4036417
535,1.3742074
536,1.3103197
537,1.1388898
538,1.2414107
539,1.0591686
540,1.2856193
541,1.1518903
542,1.2272046
543,1.3212719
544,1.3341395
545,1.2614341
546,1.3780203
547,1.3307168
548,1.3862543
549,1.8108785
550,1.822061
551,1.6123621
552,1.1810104
553,1.2418957
554,1.3101869
555,1.2427167
556,1.3496852
557,1.367995
558,1.6389172
559,1.6590608
560,1.5450109
561,1.8634517
562,2.073576
563,1.7129127
564,1.8261731
565,2.2157357
566,1.9864273
567,2.8724544
568,3.015919
569,3.1053536
570,1.7532412
571,1.5606035
572,1.5111954
573,1.1439025
574,1.1439462
575,1.1284543
576,1.2566066
577,1.2601848
578,1.249434
579,1.0990524
580,1.1063473
581,1.1124091
582,1.2296844
583,1.3790078
584,1.5375394
585,1.1757181
586,1.2163103
587,1.3482747
588,1.293863
589,1.22905
590,1.2873356
591,1.1727662
592,1.1662053
593,1.1680353
594,1.1513591
595,1.1239522
596,1.1158777
597,1.192853
598,1.1772711
599,1.2131032
600,1.4331458
601,1.431551
602,1.238316
603,1.3926954
604,1.3660679
605,1.2739347
606,1.3381054
607,1.3770478
608,1.2294295
609,1.9911234
610,1.7860885
611,1.5187185
612,1.2671239
613,1.4151576
614,1.423533
615,1.1063406
616,1.124194
617,1.0780141
618,1.1651323
619,1.1919868
620,1.1434705
621,1.1637881
622,1.161298
623,1.1055427
624,1.1427591
625,1.161948
626,1.123542
627,1.108088
628,1.2014652
629,1.239383
630,1.1407754
631,1.1507177
632,1.1467613
633,1.1408119
634,1.1499369
635,1.1497033
636,1.1698626
637,1.1665556
638,1.1542578
639,1.1252701
640,1.147388
641,1.1577077
642,1.1746745
643,1.1618891
644,1.1578041
645,1.0811911
646,1.0769291
647,1.0837487
648,1.0864949
649,1.1036549
650,1.0859761
651,1.9551556
652,1.6509197
653,1.2599914
654,1.2092903
655,1.126418
656,1.1778591
657,1.1105008
658,1.0828743
659,1.0810864
660,1.1639249
661,1.1391788
662,1.1541754
663,1.194906
664,1.0995069
665,1.103579
666,1.1316626
667,1.078671
668,1.2941746
669,1.2023798
670,1.0646322
671,1.1869931
672,1.1952546
673,1.208935
674,1.1650629
675,1.1308964
676,1.1184313
677,1.117826
678,1.0968246
679,1.1010972
680,1.0913796
681,1.1198223
682,1.1138992
683,1.1127465
684,1.1214509
685,1.1179276
686,1.1307886
687,1.144572
688,1.1502528
689,1.1510375
690,1.1083283
691,1.0918953
692,1.2003384
693,1.6831822
694,2.018869
695,2.0840425
696,1.3491652
697,1.5332085
698,1.3338358
699,1.109211
700,1.1208816
701,1.0943284
702,1.1390486
703,1.1374989
704,1.1230204
705,1.1120672
706,1.1251488
707,1.1726635
708,1.1130736
709,1.123558
710,1.1227363
711,1.138539
712,1.4024534
713,1.5144746
714,1.3675485
715,1.47317
716,1.5221072
717,1.5811481
718,1.5664665
719,1.6315525
720,1.5244969
721,1.4534774
722,1.5371181
723,1.5786555
724,1.5714395
725,1.5471288
726,1.8897823
727,1.9294747
728,1.7101079
729,1.6750304
730,1.7018361
731,1.6109376
732,1.4742789
733,1.2495327
734,1.2749873
735,1.2534568
736,1.2086514
737,1.2178233
738,1.3779665
739,1.3756642
740,1.3941916
741,1.4915445
742,1.4317561
743,1.4827456
744,1.3900914
745,1.3599155
746,1.4719718
747,1.5478137
748,1.7002221
749,1.5835073
750,1.4714713
751,1.497597
752,1.5041714
753,2.0568042
754,1.7776209
755,1.799259
756,1.1711054
757,1.1150823
758,1.1504273
759,1.2022135
760,1.111841
761,1.1472404
762,1.2968304
763,1.2744695
764,1.3543553
765,1.2736402
766,1.2383553
767,1.2879902
768,1.2139369
769,1.212238
770,1.3244741
771,1.5704226
772,1.3981633
773,1.5763215
774,2.0659983
775,1.6839147
776,1.992641
777,1.9150436
778,2.075954
779,2.4107728
780,1.6768677
781,1.4872558
782,1.597511
783,1.1202072
784,1.1327627
785,1.1917022
786,1.7003187
787,1.5766468
788,1.5366508
789,1.4746011
790,1.5589997
791,1.5381485
792,1.3812323
793,1.3369675
794,1.3313437
795,1.3656212
796,1.6879795
797,1.2948666
798,1.6519625
799,1.6907319
800,1.8054043
801,1.3719666
802,1.5024064
803,1.4914653
804,1.2940658
805,1.4304056
806,1.4140843
807,1.1803484
808,1.1030223
809,1.1139122
810,1.6124251
811,1.5715017
812,1.7175431
813,1.8227445
814,1.7586067
815,1.652986
816,1.6176407
817,1.9181311
818,1.6016518
819,2.1475286
820,2.5063653
821,2.4854476
822,1.5152309
823,1.4550653
824,1.3430077
825,1.328089
826,1.2494715
827,1.250536
828,1.4808635
829,1.4599595
830,1.4799526
831,1.195806
832,1.3371432
833,1.367106
834,1.5303603
835,1.6695911
836,1.9146652
837,1.0969676
838,1.0591469
839,1.313755
840,1.1178334
841,1.0959039
842,1.1150047
843,1.1345277
844,1.1482332
845,1.1386404
846,1.1687645
847,1.1481524
848,1.1478646
849,1.218396
850,1.1903697
851,1.2027636
852,1.3276904
853,1.3341964
854,1.3518926
855,1.3941368
856,1.4482372
857,1.2845589
858,1.328673
859,1.4091871
860,1.1483661
861,1.3196443
862,1.7486837
863,1.5742856
864,1.1608467
865,1.2278918
866,1.3287773
867,1.1125374
868,1.1311748
869,1.1077566
870,1.147815
871,1.1477942
872,1.1409724
873,1.1555166
874,1.1326573
875,1.139156
876,1.1401746
877,1.1415589
878,1.1432743
879,1.1745088
880,1.25308
881,1.3206916
882,1.1625509
883,1.1659751
884,1.1480587
885,1.1497605
886,1.1465482
887,1.1488254
888,1.1409538
889,1.1276672
890,1.1482601
891,1.180053
892,1.1849998
893,1.1656222
894,1.1340721
895,1.1431241
896,1.1469165
897,1.1135087
898,1.0939109
899,1.0984099
900,1.0796521
901,1.0839944
902,1.0881114
903,2.6893635
904,2.00618
905,1.5746735
906,1.4763775
907,1.3774483
908,1.4211859
909,1.2176783
910,1.1232247
911,1.2575574
912,1.4897139
913,1.4102713
914,1.4663546
915,1.2356782
916,1.3617377
917,1.3107133
918,1.1926012
919,1.1533697
920,1.1989238
921,1.126574
922,1.107515
923,1.0722711
924,1.137578
925,1.143112
926,1.1174635
927,1.1304274
928,1.1086556
929,1.1152067
930,1.1042576
931,1.0941257
932,1.1076043
933,1.1183081
934,1.1320705
935,1.1254482
936,1.1106052
937,1.0923761
938,1.0867827
939,1.172349
940,1.206402
941,1.1474979
942,1.1609004
943,1.1498756
944,1.2604376
945,1.3383493
946,1.2697785
947,1.4223859
948,1.5593965
949,1.6268134
950,1.4291928
951,1.1098928
952,1.1377239
953,1.1036057
954,1.1834351
955,1.2172571
956,1.2513933
957,1.1408893
958,1.166646
959,1.1800082
960,1.1901278
961,1.3776412
962,1.4397626
963,1.2062098
964,1.4706093
965,1.6345592
966,1.3888516
967,1.4563332
968,1.4786444
969,1.5473399
970,1.4741607
971,1.5660812
972,1.501122
973,1.5335345
974,1.5939465
975,1.5614823
976,1.570467
977,1.6315429
978,1.7610724
979,1.7964004
980,1.696802
981,1.7042048
982,1.7069705
983,1.6322256
984,1.3620055
985,1.3952475
986,1.2607852
987,1.3117968
988,1.4541105
989,1.3457334
990,1.5635508
991,1.4053402
992,1.4098842
993,1.2791338
994,1.2917904
995,1.279322
996,1.4954345
997,1.535579
998,1.9269757
999,1.953841
1000,1.8098123
1001,1.9483085
1002,1.4054568
1003,1.3980305
1004,1.2593751
1005,1.4332713
1006,1.4044051
1007,1.6007497
1008,1.1422462
1009,1.0773503
1010,1.1534064
1011,1.2281537
1012,1.2055645
1013,1.1245465
1014,1.1781411
1015,1.1964962
1016,1.1493554
1017,1.4948488
1018,1.6309202
1019,1.6108453
1020,1.7565906
1021,1.864982
1022,2.0157254
1023,1.5843419
1024,1.5380279
1025,1.4271343
1026,1.8301176
1027,1.6915252
1028,1.5502248
1029,1.7944717
1030,2.0786548
1031,2.2043467
1032,2.233085
1033,2.0811396
1034,2.1423154
1035,1.3010007
1036,1.3283219
1037,1.3515968
1038,1.18717
1039,1.3104558
1040,1.1578488
1041,1.2383994
1042,1.1754012
1043,1.1534586
1044,1.3892672
1045,1.391032
1046,1.3879356
1047,1.3752173
1048,1.2031364
1049,1.3114462
1050,1.3873849
1051,1.5397294
1052,1.688301
1053,1.7327882
1054,1.7040162
1055,1.5865129
1056,1.6320326
1057,1.5981622
1058,1.4577446
1059,1.2401026
1060,1.1677938
1061,1.124788
1062,1.3900841
1063,1.3667641
1064,1.1878452
1065,1.6421412
1066,1.5882463
1067,1.5752279
1068,1.8821812
1069,1.9722835
1070,1.8289194
1071,2.8028393
1072,2.8655005
1073,3.2314067
1074,1.5481466
1075,1.4466813
1076,1.3506564
1077,1.3222728
1078,1.1444256
1079,1.2069085
1080,1.3632677
1081,1.3000336
1082,1.2997031
1083,1.3774319
1084,1.3263295
1085,1.4738772
1086,1.4655819
1087,1.5424935
1088,1.6589589
1089,1.2330801
1090,1.1030028
1091,1.3270152
1092,1.1483601
1093,1.1402624
1094,1.1467341
1095,1.146733
1096,1.1610622
1097,1.1488752
1098,1.1436664
1099,1.1448026
1100,1.1398246
1101,1.1866608
1102,1.1521168
1103,1.1666489
1104,1.3283799
1105,1.3119705
1106,1.1920036
1107,1.3740151
1108,1.4693985
1109,1.284939
1110,1.297965
1111,1.3129909
1112,1.1608326
1113,1.8225074
1114,1.7981305
1115,1.5576242
1116,1.4563684
1117,1.4292411
1118,1.4837439
1119,1.1216772
1120,1.1279402
1121,1.0996134
1122,1.1223104
1123,1.126874
1124,1.1047969
1125,1.137554
1126,1.1312413
1127,1.1462351
1128,1.1938341
1129,1.1945555
1130,1.1440704
1131,1.1133046
1132,1.148947
1133,1.1671171
1134,1.1518732
1135,1.1589282
1136,1.1382484
1137,1.1392016
1138,1.141823
1139,1.1476743
1140,1.1422966
1141,1.1448549
1142,1.1538813
1143,1.1336186
1144,1.1280718
1145,1.1444099
1146,1.1150198
1147,1.095469
1148,1.1089181
1149,1.1439171
1150,1.1319909
1151,1.1324799
1152,1.0825169
1153,1.1016493
1154,1.0951352
1155,3.0484853
1156,2.8313098
1157,1.948975
1158,1.1752923
1159,1.099727
1160,1.1562233
1161,1.0743175
1162,1.037667
1163,1.0682166
1164,1.1879667
1165,1.1468991
1166,1.1644592
1167,1.2234285
1168,1.1683304
1169,1.1811018
1170,1.2373664
1171,1.2528439
1172,1.177783
1173,1.1326165
1174,1.0869794
1175,1.2954338
1176,1.1770443
1177,1.1641545
1178,1.1865203
1179,1.1569232
1180,1.1520447
1181,1.1497266
1182,1.1345085
1183,1.11497
1184,1.1118159
1185,1.1061714
1186,1.109365
1187,1.1016445
1188,1.1320815
1189,1.125799
1190,1.1000175
1191,1.1693165
1192,1.1597357
1193,1.1623552
1194,1.1002781
1195,1.125032
1196,1.2357001
1197,1.4463346
1198,1.2188318
1199,1.2315462
1200,1.2397053
1201,1.3663013
1202,1.5214018
1203,1.1116605
1204,1.1323087
1205,1.0864065
1206,1.1204213
1207,1.1351776
1208,1.1339829
1209,1.1219387
1210,1.1296089
1211,1.1622269
1212,1.2790875
1213,1.4066939
1214,1.4851294
1215,1.1310189
1216,1.3579108
1217,1.3736018
1218,1.4972539
1219,1.5138832
1220,1.4882843
1221,1.4487531
1222,1.4154816
1223,1.2759182
1224,1.5031898
1225,1.5710241
1226,1.6273214
1227,1.4481287
1228,1.4310135
1229,1.488037
1230,1.7188941
1231,1.6287711
1232,1.5954567
1233,1.6004021
1234,1.4411383
1235,1.4232283
1236,1.3680933
1237,1.1840655
1238,1.2808609
1239,1.1823871
1240,1.154768
1241,1.1952506
1242,1.296117
1243,1.2536852
1244,1.3779495
1245,1.3433415
1246,1.3581607
1247,1.3111448
1248,1.6585367
1249,1.5792603
1250,1.568824
1251,1.4917895
1252,1.5378791
1253,1.5682328
1254,1.4704735
1255,1.49311
1256,1.4107947
1257,1.4357018
1258,1.2031122
1259,1.3352273
1260,1.076743
1261,1.0883884
1262,1.1731873
1263,1.2479646
1264,1.3465359
1265,1.2616339
1266,1.140506
1267,1.1169775
1268,1.1824741
1269,1.564654
1270,1.4548651
1271,1.4998875
1272,1.9058146
1273,1.6538844
1274,1.7462689
1275,2.0237226
1276,2.0152931
1277,1.978293
1278,1.6427115
1279,1.5471753
1280,1.4289556
1281,2.4942307
1282,2.4297693
1283,2.5190587
1284,1.8237709
1285,2.0503788
1286,2.1072016
1287,1.2823374
1288,1.3355755
1289,1.423012
1290,1.5223012
1291,1.645072
1292,1.618387
1293,1.2899365
1294,1.4567766
1295,1.6802505
1296,1.5143907
1297,1.485219
1298,1.4043689
1299,1.5520405
1300,1.7587379
1301,1.5153321
1302,1.5645094
1303,1.9297124
1304,1.6833525
1305,1.7988333
1306,1.963431
1307,1.7164161
1308,1.3529968
1309,1.5150712
1310,1.5309523
1311,1.2497888
1312,1.3424096
1313,1.357831
1314,1.8849484
1315,1.8064039
1316,1.6836706
1317,1.7972438
1318,1.7851187
1319,1.7901331
1320,1.405589
1321,1.5008328
1322,1.4193034
1323,2.8545904
1324,3.0773919
1325,3.4094207
1326,1.6370648
1327,1.662013
1328,1.5224297
1329,1.4570124
1330,1.1785613
1331,1.1787422
1332,1.6208739
1333,1.6285329
1334,1.591042
1335,1.126371
1336,1.0989068
1337,1.127173
1338,1.125063
1339,1.1686906
1340,1.3455037
1341,1.1455431
1342,1.2484915
1343,1.4020796
1344,1.1082425
1345,1.110328
1346,1.1609995
1347,1.1215668
1348,1.1384336
1349,1.1675537
1350,1.1676301
1351,1.1451654
1352,1.1586373
1353,1.2230108
1354,1.2133844
1355,1.1641423
1356,1.2512003
1357,1.3348657
1358,1.1991675
1359,1.3717852
1360,1.4136701
1361,1.2995439
1362,1.3198268
1363,1.302138
1364,1.1601082
1365,1.4006951
1366,1.7130841
1367,1.4302759
1368,1.3388004
1369,1.4000385
1370,1.582162
1371,1.1518226
1372,1.2182943
1373,1.3007076
1374,1.1736062
1375,1.1759909
1376,1.1697559
1377,1.1551702
1378,1.1747355
1379,1.1180882
1380,1.1558807
1381,1.1722914
1382,1.128051
1383,1.158699
1384,1.1910307
1385,1.375597
1386,1.1429539
1387,1.1551576
1388,1.1871371
1389,1.174595
1390,1.1859698
1391,1.1716987
1392,1.1604054
1393,1.1707249
1394,1.15677
1395,1.1393266
1396,1.1330364
1397,1.148358
1398,1.1573229
1399,1.1631317
1400,1.158781
1401,1.1396334
1402,1.1312767
1403,1.1526841
1404,1.0912483
1405,1.1102068
1406,1.0994246
1407,1.2578316
1408,1.6142906
1409,1.3262434
1410,1.1812265
1411,1.1849583
1412,1.2031233
1413,1.1798286
1414,1.1562009
1415,1.1952865
1416,1.234536
1417,1.1723499
1418,1.2097058
1419,1.2333676
1420,1.2448046
1421,1.341452
1422,1.2180779
1423,1.1710687
1424,1.2130336
1425,1.1845001
1426,1.0841901
1427,1.0394309
1428,1.1484678
1429,1.1372116
1430,1.137089
1431,1.1531398
1432,1.1327806
1433,1.1366663
1434,1.1080298
1435,1.1154573
1436,1.1283826
1437,1.1676724
1438,1.200721
1439,1.1787394
1440,1.1092491
1441,1.1162858
1442,1.0947444
1443,1.1725839
1444,1.2126764
1445,1.2956829
1446,1.1275692
1447,1.1048985
1448,1.2135007
1449,1.5277393
1450,1.728613
1451,2.1061044
1452,1.5837511
1453,1.5676912
1454,1.5136716
1455,1.1529095
1456,1.1079249
1457,1.1262603
1458,1.1768215
1459,1.1598651
1460,1.1609108
1461,1.1350164
1462,1.1408784
1463,1.1584027
1464,1.2819557
1465,1.4674354
1466,1.6844347
1467,1.1347146
1468,1.4103541
1469,1.5346919
1470,1.5550107
1471,1.4722302
1472,1.4648185
1473,1.5177397
1474,1.5202825
1475,1.6017807
1476,1.5650495
1477,1.5720644
1478,1.6594608
1479,1.6605257
1480,1.728404
1481,1.7294104
1482,1.9021766
1483,1.8812298
1484,1.6930047
1485,1.6959684
1486,1.7804949
1487,1.6367453
1488,1.5195358
1489,1.446193
1490,1.2429681
1491,1.1161414
1492,1.1604316
1493,1.2214065
1494,1.394686
1495,1.3289335
1496,1.3172727
1497,1.3307168
1498,1.3783495
1499,1.4716265
1500,1.5656265
1501,1.6132566
1502,1.6991127
1503,2.2825906
1504,1.7888488
1505,1.5388474
1506,1.4828193
1507,1.4471154
1508,1.4044526
1509,1.3257613
1510,1.2390373
1511,1.2523382
1512,1.1442003
1513,1.1977034
1514,1.2501495
1515,1.2722712
1516,1.2438428
1517,1.3019526
1518,1.2516882
1519,1.1995006
1520,1.2830734
1521,1.2226264
1522,1.2521478
1523,1.3773725
1524,1.3733684
1525,1.3137858
1526,1.418077
1527,1.8394834
1528,1.7145238
1529,1.8633584
1530,1.7411988
1531,1.5992825
1532,1.6335213
1533,2.1749487
1534,2.2477233
1535,2.167044
1536,1.4531409
1537,1.4490856
1538,1.5232583
1539,1.3282359
1540,1.2902702
1541,1.402453
1542,1.136571
1543,1.1408284
1544,1.1658744
1545,1.7791072
1546,1.8802627
1547,1.8874453
1548,2.1440358
1549,2.2517672
1550,2.1581833
1551,1.545575
1552,1.6546775
1553,1.7605822
1554,1.8579484
1555,1.769341
1556,1.5793967
1557,1.3501973
1558,1.356226
1559,1.1878831
1560,1.65552
1561,1.5788838
1562,1.4395139
1563,1.5591644
1564,1.7884605
1565,1.530854
1566,1.4283564
1567,1.479717
1568,1.5697701
1569,1.6687596
1570,1.7456495
1571,1.6472367
1572,1.4360833
1573,1.5041382
1574,1.5348144
1575,2.0216923
1576,2.0508218
1577,2.0906913
1578,1.5830402
1579,1.3449662
1580,1.4014859
1581,1.1132832
1582,1.1232815
1583,1.13109
1584,1.4211893
1585,1.344971
1586,1.333029
1587,1.383002
1588,1.4573965
1589,1.6080972
1590,1.5024955
1591,1.6083678
1592,1.6096944
1593,1.1007822
1594,1.1811682
1595,1.3956406
1596,1.2138448
1597,1.2111523
1598,1.2058244
1599,1.1226685
1600,1.131472
1601,1.1607124
1602,1.2368637
1603,1.1958212
1604,1.2726264
1605,1.218642
1606,1.2178185
1607,1.1845775
1608,1.3502662
1609,1.3034371
1610,1.4575896
1611,1.876396
1612,1.8169879
1613,1.56322
1614,1.37637
1615,1.4463377
1616,1.3116028
1617,1.3148952
1618,1.3663955
1619,1.2912737
1620,1.2043598
1621,1.181631
1622,1.3786072
1623,1.1370885
1624,1.149116
1625,1.1075712
1626,1.1430001
1627,1.1523886
1628,1.1441519
1629,1.1724136
1630,1.1365052
1631,1.168253
1632,1.2199442
1633,1.1912805
1634,1.1967264
1635,1.162279
1636,1.1715889
1637,1.1623384
1638,1.1690485
1639,1.1833133
1640,1.1624398
1641,1.1529696
1642,1.1503707
1643,1.1477664
1644,1.1623694
1645,1.1771141
1646,1.1640478
1647,1.1563059
1648,1.1674984
1649,1.1468558
1650,1.1472765
1651,1.1427748
1652,1.1362413
1653,1.1486458
1654,1.1437385
1655,1.1366181
1656,1.0980774
1657,1.1151651
1658,1.0993254
1659,1.3058372
1660,1.4726012
1661,1.3299167
1662,1.2177117
1663,1.2114323
1664,1.2744573
1665,1.0783241
1666,1.0543551
1667,1.0470046
1668,1.2228806
1669,1.2569683
1670,1.2449291
1671,1.2941864
1672,1.2655108
1673,1.279927
1674,1.189132
1675,1.2171705
1676,1.1923618
1677,1.2634578
1678,1.3362254
1679,1.2945062
1680,1.1507256
1681,1.1438748
1682,1.1330621
1683,1.1399722
1684,1.1386722
1685,1.127194
1686,1.1028396
1687,1.1039654
1688,1.1129916
