,TTI
208,1.4855851
209,1.6081492
210,1.1322918
211,1.2242556
212,1.2224543
213,1.2986983
214,1.2615355
215,1.2872407
216,1.3120451
217,1.4297743
218,1.4191082
219,2.0863361
220,2.0699716
221,2.1528144
222,1.7947394
223,1.8577609
224,2.1657481
225,1.5259643
226,1.4075279
227,1.5163991
228,1.3983552
229,1.2898791
230,1.3660302
231,1.6622963
232,1.874848
233,2.0221195
234,1.3253462
235,1.4966223
236,1.5018427
237,1.7421538
238,1.6969231
239,1.90182
240,1.8979278
241,1.933087
242,1.938796
243,2.069837
244,2.104703
245,2.154065
246,1.6859729
247,1.3551037
248,1.276953
249,1.4787016
250,1.3858659
251,1.6058421
252,1.6605123
253,1.5623993
254,1.5449299
255,1.6428356
256,1.4969158
257,1.3751009
258,2.1200328
259,2.1288118
260,1.8787777
261,1.2063478
262,1.3045523
263,1.3288441
264,1.2830482
265,1.3972878
266,1.3944706
267,1.396491
268,1.4821062
269,1.294591
270,1.5988624
271,1.6167736
272,1.6056962
273,1.5902678
274,1.7212118
275,1.8033026
276,1.5098428
277,1.552767
278,1.3842239
279,1.1759648
280,1.411631
281,1.1836332
282,1.2200587
283,1.2086489
284,1.202101
285,1.1001885
286,1.1028883
287,1.1200616
288,1.2319115
289,1.4932561
290,1.6430662
291,1.132772
292,1.357775
293,1.4306183
294,1.0826907
295,1.0745838
296,1.0523721
297,1.1834614
298,1.085885
299,1.0905827
300,1.1061187
301,1.0827446
302,1.0883088
303,1.1511378
304,1.1676387
305,1.152041
306,1.5334703
307,1.5093865
308,1.3218789
309,1.5583369
310,1.3334501
311,1.397093
312,1.5985384
313,1.3775082
314,1.3353897
315,2.0998733
316,1.9034237
317,1.9474001
318,2.0061655
319,1.9181383
320,1.9882783
321,1.0609586
322,1.0292127
323,1.088177
324,1.1211085
325,1.1982439
326,1.1451058
327,1.1036073
328,1.1804668
329,1.211298
330,1.2719972
331,1.5978743
332,1.403945
333,1.3057556
334,1.611729
335,1.4325916
336,1.24488
337,1.2302303
338,1.2776346
339,1.121628
340,1.1185834
341,1.11673
342,1.1067661
343,1.1237274
344,1.1169934
345,1.1507206
346,1.1436605
347,1.1347283
348,1.10983
349,1.1371878
350,1.1645334
351,1.1392405
352,1.156911
353,1.1677822
354,1.1762297
355,1.1111922
356,1.1023985
357,1.1778125
358,1.1966429
359,1.2876041
360,1.4756925
361,1.4224546
362,1.565075
363,1.1578946
364,1.148521
365,1.13533
366,1.1651444
367,1.1565921
368,1.15976
369,1.1344042
370,1.0934057
371,1.1489298
372,1.1570545
373,1.1420405
374,1.1234256
375,1.1441212
376,1.1590095
377,1.1708525
378,1.1941104
379,1.1879427
380,1.251256
381,1.1971579
382,1.2289271
383,1.2130394
384,1.1939423
385,1.2339104
386,1.2137816
387,1.1943156
388,1.2161489
389,1.1752074
390,1.1778858
391,1.1757326
392,1.1616497
393,1.1652088
394,1.1754577
395,1.1486104
396,1.1257787
397,1.1576061
398,1.1257789
399,2.0354896
400,1.7854244
401,1.3411174
402,1.1433502
403,1.163322
404,1.1745765
405,1.1278389
406,1.1396608
407,1.1349486
408,1.1942585
409,1.1545291
410,1.212183
411,1.2329879
412,1.1571777
413,1.4529543
414,1.1627142
415,1.1444023
416,1.6026162
417,1.1832051
418,1.2359241
419,1.4581724
420,1.2424277
421,1.2755855
422,1.2224809
423,1.2125753
424,1.221156
425,1.205338
426,1.1296623
427,1.1206863
428,1.1162473
429,1.185777
430,1.1676892
431,1.1527042
432,1.1372353
433,1.1396227
434,1.1396236
435,1.4411985
436,1.4447434
437,1.1691331
438,1.6090921
439,1.4236991
440,1.3994226
441,2.2570667
442,1.6328552
443,1.3462796
444,1.1839898
445,1.204804
446,1.2008783
447,1.1686037
448,1.1353161
449,1.1843898
450,1.171972
451,1.1742188
452,1.1751959
453,1.1855496
454,1.1685802
455,1.182764
456,1.2051153
457,1.1902583
458,1.2057022
459,1.5533313
460,1.5960711
461,1.6777582
462,1.6564275
463,1.5994914
464,1.6239383
465,1.5050293
466,1.4561764
467,1.448093
468,1.8702165
469,1.9425702
470,1.9509436
471,1.7632517
472,1.8808712
473,1.8791478
474,1.5193558
475,1.4451512
476,1.6667882
477,1.5180974
478,1.5995879
479,1.5679681
480,1.3181908
481,1.2882726
482,1.5557303
483,1.228393
484,1.4138522
485,1.3238157
486,1.5020936
487,1.5644649
488,1.5315677
489,2.0382438
490,2.350896
491,2.0880525
492,1.7943071
493,1.9043894
494,1.6389582
495,1.4283766
496,1.340201
497,1.357115
498,1.4202098
499,1.3283883
500,1.3516179
501,1.62396
502,1.6114988
503,1.7047908
504,1.2189404
505,1.1751766
506,1.3424823
507,1.3183413
508,1.4080836
509,1.2233391
510,1.159112
511,1.1950694
512,1.2429383
513,1.21696
514,1.2705665
515,1.2662716
516,1.0391016
517,1.0371702
518,1.0240123
519,1.0903044
520,1.1031415
521,1.1445692
522,1.4452503
523,1.7385066
524,1.5434064
525,1.5831951
526,2.1341608
527,1.921462
528,2.3824568
529,2.4849854
530,2.3673882
531,1.2012285
532,1.4650915
533,1.3151258
534,1.4240507
535,1.5163593
536,1.6126807
537,1.315696
538,1.4186321
539,1.4525428
540,1.3507814
541,1.5434608
542,1.4704083
543,1.104615
544,1.3173877
545,1.4188471
546,1.0971727
547,1.1713865
548,1.058446
549,1.0650668
550,1.0582741
551,1.061259
552,1.3123504
553,1.2036269
554,1.1224327
555,1.1978707
556,1.1231515
557,1.1123668
558,2.1324618
559,2.2367816
560,2.2219656
561,1.8761413
562,1.6436505
563,1.7159553
564,1.8299924
565,1.9071667
566,1.9032577
567,2.1113706
568,1.9498677
569,1.91954
570,1.9082944
571,1.7142198
572,1.8335564
573,1.0249302
574,1.0271446
575,1.0740588
576,1.0624301
577,1.0783734
578,1.0864396
579,1.2555916
580,1.2682245
581,1.21228
582,1.7238812
583,1.7975267
584,1.823922
585,1.3951433
586,1.5763885
587,1.6122417
588,1.1039164
589,1.1043048
590,1.1055479
591,1.1372666
592,1.1284838
593,1.1309897
594,1.0948309
595,1.0907748
596,1.0973899
597,1.1155252
598,1.116687
599,1.1215665
600,1.2352242
601,1.1605037
602,1.2028979
603,1.1831793
604,1.1826398
605,1.152153
606,1.3131127
607,1.274484
608,1.2023032
609,1.1197078
610,1.147748
611,1.1426096
612,1.3058629
613,1.205508
614,1.2804475
615,1.1453401
616,1.1286173
617,1.1279936
618,1.1661496
619,1.1611077
620,1.1705916
621,1.1532624
622,1.1468565
623,1.1821432
624,1.0886085
625,1.1172454
626,1.1163166
627,1.4309697
628,1.3696134
629,1.4248972
630,1.1762214
631,1.2039682
632,1.1806557
633,1.2075577
634,1.2016097
635,1.1956177
636,1.2211928
637,1.1956034
638,1.1836987
639,1.1758075
640,1.1754696
641,1.3223231
642,1.2459123
643,1.2995291
644,1.2770474
645,1.1716397
646,1.1924753
647,1.1619098
648,1.2368488
649,1.2443666
650,1.3039064
651,2.1831641
652,1.7263911
653,1.5196034
654,1.1297874
655,1.202281
656,1.1429939
657,1.131715
658,1.1052165
659,1.077565
660,1.1136798
661,1.1325343
662,1.1754375
663,1.2694008
664,1.1652384
665,1.5148729
666,1.2547216
667,1.1617026
668,1.4951086
669,1.2646458
670,1.2691072
671,1.436639
672,1.2509444
673,1.2233953
674,1.2008626
675,1.2105362
676,1.2292008
677,1.2066237
678,1.1583877
679,1.160233
680,1.1478848
681,1.1945151
682,1.1894015
683,1.1825523
684,1.1853031
685,1.178163
686,1.1728824
687,1.2150798
688,1.1892371
689,1.1983895
690,1.5830164
691,1.5518582
692,1.4458425
693,2.51961
694,2.1209273
695,1.9122121
696,1.2019827
697,1.1690053
698,1.1916654
699,1.1556164
700,1.1528339
701,1.1861279
702,1.1700904
703,1.1594307
704,1.1715037
705,1.1902041
706,1.1859221
707,1.1785576
708,1.3607445
709,1.4462436
710,1.4939303
711,1.6260678
712,1.6554807
713,1.6413019
714,1.2370641
715,1.1865374
716,1.202502
717,1.539452
718,1.4897172
719,1.5975031
720,1.4503751
721,1.585678
722,1.5305561
723,2.2844653
724,2.1251693
725,2.4597645
726,1.7673473
727,2.0305748
728,1.9736135
729,1.5845461
730,1.5071676
731,1.5954903
732,1.4093995
733,1.3832587
734,1.4595447
735,1.2921175
736,1.3892801
737,1.3723297
738,1.329864
739,1.5623422
740,1.5241205
741,1.4746454
742,1.5564278
743,1.4730871
744,3.1459222
745,2.7596982
746,2.985474
747,2.1147544
748,2.1238532
749,2.4187732
750,1.5076283
751,1.6344881
752,1.4524391
753,4.073767
754,4.8235855
755,3.3175979
756,1.3087626
757,1.3694606
758,1.45734
759,1.1235855
760,1.1582916
761,1.2309248
762,1.4451929
763,1.4584763
764,1.4776483
765,1.3357562
766,1.3831197
767,1.3591645
768,1.6054924
769,1.578421
770,1.5777634
771,1.4864849
772,1.4974029
773,1.3699409
774,1.4379823
775,1.4584132
776,1.5460044
777,1.2212259
778,1.5581098
779,1.6701589
780,1.3390219
781,1.542119
782,1.2940956
783,1.0523295
784,1.0508258
785,1.0583533
786,1.3078516
787,1.3087702
788,1.3263037
789,1.0781527
790,1.0984864
791,1.0783386
792,1.2319156
793,1.3658735
794,1.4845774
795,1.1487842
796,1.3526926
797,1.5341508
798,1.0919433
799,1.0865256
800,1.0833132
801,1.1382847
802,1.0588577
803,1.061474
804,1.1799779
805,1.1474183
806,1.1199417
807,1.124697
808,1.121028
809,1.1056511
810,1.3940814
811,1.6637843
812,1.5865134
813,1.6853328
814,1.6234957
815,1.6969413
816,1.510784
817,1.2506776
818,1.2733233
819,0.9966535
820,0.99186426
821,0.98461765
822,1.2723074
823,1.3761806
824,1.3170807
825,1.0664324
826,1.0372951
827,1.1607018
828,1.145786
829,1.1601031
830,1.1692152
831,1.778582
832,1.7101794
833,1.4773545
834,1.544001
835,1.8698777
836,1.7069349
837,1.2599859
838,1.4764322
839,1.3682061
840,1.1466644
841,1.146359
842,1.1230223
843,1.104815
844,1.0995643
845,1.1085294
846,1.1074162
847,1.109647
848,1.1145343
849,1.1298484
850,1.1243861
851,1.1260324
852,1.105313
853,1.1187344
854,1.130115
855,1.078946
856,1.09129
857,1.114373
858,1.1808093
859,1.0920703
860,1.0942776
861,1.1436462
862,1.1588236
863,1.2585961
864,1.1876366
865,1.2440264
866,1.1819224
867,1.16544
868,1.162914
869,1.1457586
870,1.2136525
871,1.1923122
872,1.1940564
873,1.2091048
874,1.182966
875,1.1826893
876,1.2249087
877,1.3011925
878,1.2599932
879,1.1517842
880,1.1755025
881,1.1958449
882,1.1813211
883,1.1541897
884,1.1565537
885,1.2145761
886,1.2067423
887,1.2463286
888,1.2000302
889,1.2871213
890,1.2345842
891,1.1877923
892,1.2049384
893,1.2152438
894,1.1710361
895,1.1589146
896,1.2434508
897,1.1598554
898,1.2295196
899,1.1634047
900,1.2118981
901,1.2134285
902,1.2326883
903,1.0907128
904,1.1287704
905,1.160763
906,1.1128621
907,1.1568837
908,1.1405265
909,1.2956727
910,1.2560666
911,1.1864914
912,1.1793871
913,1.137151
914,1.151796
915,1.2669427
916,1.1673852
917,1.5159996
918,1.2490677
919,1.2129514
920,1.5086321
921,1.1495016
922,1.1262147
923,1.4529159
924,1.2479341
925,1.1934073
926,1.16155
927,1.1544077
928,1.1722674
929,1.141453
930,1.1427944
931,1.1642252
932,1.1424375
933,1.2063816
934,1.1856129
935,1.1752565
936,1.1683621
937,1.1575644
938,1.1522348
939,1.366915
940,1.59187
941,1.2070162
942,1.1864827
943,1.3032892
944,1.1834073
945,1.1531055
946,1.2275516
947,1.1770366
948,1.1651134
949,1.1891115
950,1.1612563
951,1.1603386
952,1.1373786
953,1.1652071
954,1.1940699
955,1.2219145
956,1.1724634
957,1.3894792
958,1.5029743
959,1.4945245
960,1.393429
961,1.5373635
962,1.501131
963,1.5315385
964,1.5357893
965,1.6221366
966,1.261867
967,1.2723081
968,1.2990301
969,1.2773683
970,1.3147354
971,1.3127401
972,1.9431466
973,2.1185632
974,2.22014
975,1.8142604
976,1.9197937
977,1.92529
978,1.7639859
979,1.9088396
980,1.8346552
981,1.4733846
982,1.3446081
983,1.4061732
984,1.3965738
985,1.3646395
986,1.4602327
987,1.6496602
988,1.8680954
989,1.7282019
990,1.3459289
991,1.5467767
992,1.4443812
993,2.9390438
994,2.3924997
995,2.4317896
996,2.3727455
997,2.128972
998,2.408279
999,1.8172438
1000,2.2608495
1001,1.7428023
1002,1.5108414
1003,1.590661
1004,1.5109838
1005,1.7414163
1006,1.6728982
1007,1.5804547
1008,1.5715824
1009,1.4970142
1010,1.5677855
1011,1.4454645
1012,1.3644342
1013,1.3142996
1014,1.5356644
1015,1.408294
1016,1.7056687
1017,1.3941283
1018,1.3938009
1019,1.349927
1020,1.1991825
1021,1.235493
1022,1.1998575
1023,1.6899809
1024,1.5774224
1025,1.705886
1026,1.3936627
1027,1.526803
1028,1.4454029
1029,1.2014036
1030,1.4711747
1031,1.3050591
1032,1.167581
1033,1.2559924
1034,1.1087587
1035,1.1728528
1036,1.389154
1037,1.1765404
1038,1.104947
1039,1.1207721
1040,1.1121032
1041,1.1525798
1042,1.2483003
1043,1.1913087
1044,1.1529708
1045,1.1918494
1046,1.3191223
1047,1.1342645
1048,1.2859076
1049,1.4626226
1050,1.049551
1051,1.0741713
1052,1.05089
1053,1.1890844
1054,1.4149857
1055,1.1854796
1056,1.1745715
1057,1.3010178
1058,1.1714693
1059,1.5406791
1060,1.3021396
1061,1.1935871
1062,1.5574982
1063,1.3010848
1064,1.3217134
1065,1.506429
1066,1.134722
1067,1.2030399
1068,1.4447381
1069,1.1846035
1070,1.1832945
1071,1.0341563
1072,1.0214865
1073,1.0342741
1074,1.080519
1075,1.105449
1076,1.1657808
1077,1.093535
1078,1.0926244
1079,1.0727088
1080,1.1128414
1081,1.2476299
1082,1.120442
1083,1.3140912
1084,1.3183906
1085,1.2833288
1086,1.3966095
1087,1.4911809
1088,1.6029357
1089,1.3601046
1090,1.7395455
1091,1.5716478
1092,1.11166
1093,1.1153243
1094,1.0961418
1095,1.1042478
1096,1.1114447
1097,1.1116595
1098,1.129127
1099,1.1245186
1100,1.1186957
1101,1.1792562
1102,1.2112145
1103,1.1822324
1104,1.1630286
1105,1.1774421
1106,1.1565857
1107,1.1369529
1108,1.1324959
1109,1.1504729
1110,1.2027872
1111,1.171732
1112,1.1308773
1113,1.1042659
1114,1.1551955
1115,1.1614437
1116,1.1455266
1117,1.1472671
1118,1.1505246
1119,1.1509409
1120,1.1534722
1121,1.1435683
1122,1.1988977
1123,1.1767919
1124,1.166806
1125,1.1263509
1126,1.1441798
1127,1.14309
1128,1.1287513
1129,1.1548102
1130,1.1559436
1131,1.1391311
1132,1.1701925
1133,1.2386391
1134,1.1558428
1135,1.1329788
1136,1.1493561
1137,1.2109556
1138,1.2072577
1139,1.2318097
1140,1.1970711
1141,1.2066228
1142,1.1969559
1143,1.289062
1144,1.4596639
1145,1.2874801
1146,1.6954148
1147,1.5005409
1148,1.7678299
1149,1.1684614
1150,1.1682441
1151,1.1487226
1152,1.1494114
1153,1.2005785
1154,1.1501555
1155,1.1066041
1156,1.1272959
1157,1.1020548
1158,1.1078038
1159,1.1029563
1160,1.0801984
1161,1.1426187
1162,1.1194861
1163,1.1206484
1164,1.4842603
1165,1.4043161
1166,1.3650491
1167,1.266131
1168,1.3052347
1169,1.6312051
1170,1.509728
1171,1.6044708
1172,1.5021178
1173,1.2664187
1174,1.2889397
1175,1.6933566
1176,1.2037895
1177,1.2157362
1178,1.1879046
1179,1.1565571
1180,1.1822765
1181,1.1489561
1182,1.1852021
1183,1.1446149
1184,1.1473243
1185,1.1430761
1186,1.147912
1187,1.1545732
1188,1.1850088
1189,1.1866935
1190,1.1726913
1191,1.1971033
1192,1.2100247
1193,1.1627433
1194,1.9869056
1195,1.3597407
1196,1.186111
1197,1.1759317
1198,1.2330649
1199,1.2134432
1200,1.1506343
1201,1.1920688
1202,1.145503
1203,1.1488826
1204,1.1366209
1205,1.1656764
1206,1.2532578
1207,1.3990924
1208,1.4069678
1209,1.4209535
1210,1.537322
1211,1.5165012
1212,1.5388737
1213,1.5589592
1214,1.498847
1215,1.3440832
1216,1.367491
1217,1.223564
1218,1.26019
1219,1.2677017
1220,1.3347676
1221,1.3760438
1222,1.3396742
1223,1.3902911
1224,1.6640949
1225,1.7454274
1226,1.7222303
1227,2.294829
1228,2.3067791
1229,2.281993
1230,2.6908164
1231,2.7234013
1232,2.806938
1233,1.8859985
1234,1.9529659
1235,1.9809517
1236,1.2614503
1237,1.2251345
1238,1.4438279
1239,1.442734
1240,1.6370684
1241,1.4312491
1242,1.336479
1243,1.5240263
1244,1.4560708
1245,2.0909166
1246,2.0311642
1247,2.64957
1248,2.8526063
1249,2.5915127
1250,3.0588915
1251,2.3959947
1252,2.3884373
1253,2.319057
1254,1.933715
1255,1.9481256
1256,1.7499512
1257,1.555485
1258,1.5939796
1259,1.3732593
1260,2.003994
1261,1.9769154
1262,1.6314958
1263,1.1488137
1264,1.1347003
1265,1.0927756
1266,1.3139303
1267,1.1417472
1268,1.1779616
1269,1.0607045
1270,1.0812299
1271,1.060762
1272,1.4417992
1273,1.370471
1274,1.346659
1275,1.2038758
1276,1.1780732
1277,1.1613985
1278,1.6445595
1279,1.5007825
1280,1.4180694
1281,1.599489
1282,1.8601211
1283,1.8265069
1284,1.5539275
1285,1.6849077
1286,1.6510772
1287,1.1900611
1288,1.4149132
1289,1.2829473
1290,1.5288419
1291,1.6569281
1292,1.4654919
1293,1.230549
1294,1.4183023
1295,1.5491148
1296,1.3194547
1297,1.4525963
1298,1.4918557
1299,1.2949963
1300,1.4567425
1301,1.6497481
1302,1.0416094
1303,1.035366
1304,1.045324
1305,1.0972435
1306,1.1862743
1307,1.1823525
1308,1.0496371
1309,1.058878
1310,1.0602925
1311,1.4834194
1312,1.4533974
1313,1.444175
1314,1.2975667
1315,1.4052613
1316,1.3205416
1317,1.5225886
1318,1.3034211
1319,1.2782853
1320,1.4344008
1321,1.0914419
1322,1.2044933
1323,2.2497034
1324,2.1970835
1325,2.109453
1326,2.0134673
1327,1.9324019
1328,1.8156
1329,2.1971512
1330,1.7042937
1331,1.5197943
1332,1.1301937
1333,1.1249644
1334,1.1070049
1335,1.1797724
1336,1.2264225
1337,1.3157101
1338,1.2624464
1339,1.2177538
1340,1.1549177
1341,1.28981
1342,1.4817799
1343,1.4378501
1344,1.2248414
1345,1.2236698
1346,1.1852186
1347,1.1554475
1348,1.137125
1349,1.1477542
1350,1.1285639
1351,1.1306057
1352,1.1244798
1353,1.1110299
1354,1.1056576
1355,1.1012462
1356,1.1429532
1357,1.1408248
1358,1.1277623
1359,1.1999246
1360,1.1893308
1361,1.1881554
1362,1.1424482
1363,1.1144733
1364,1.1318272
1365,1.3035989
1366,1.4143522
1367,1.3731384
1368,2.006418
1369,1.8074188
1370,1.7941829
1371,1.2301414
1372,1.2360744
1373,1.264641
1374,1.1594073
1375,1.1855657
1376,1.1549221
1377,1.161641
1378,1.2274065
1379,1.2163532
1380,1.2183638
1381,1.2099376
1382,1.265238
1383,1.1560868
1384,1.1601107
1385,1.1808224
1386,1.1841211
1387,1.1731341
1388,1.2054565
1389,1.1915536
1390,1.1744745
1391,1.2001047
1392,1.2176932
1393,1.2035522
1394,1.178789
1395,1.1049056
1396,1.1266978
1397,1.0539794
1398,1.1580765
1399,1.1662431
1400,1.1604967
1401,1.2175279
1402,1.2215817
1403,1.1620762
1404,1.1803343
1405,1.219229
1406,1.1584566
1407,2.1669345
1408,2.7983634
1409,2.1905518
1410,1.1406252
1411,1.2465837
1412,1.2211274
1413,1.1672909
1414,1.1422269
1415,1.0814277
1416,1.2007257
1417,1.2196634
1418,1.1725533
1419,1.1454542
1420,1.1390524
1421,1.156354
1422,1.2757541
1423,1.1406198
1424,1.1336254
1425,1.1774251
1426,1.1426368
1427,1.15959
1428,1.2657344
1429,1.2614229
1430,1.2214761
1431,1.4882064
1432,1.4208932
1433,2.7052429
1434,1.2114687
1435,1.1806166
1436,1.1824036
1437,1.1825225
1438,1.1867356
1439,1.1833677
1440,1.1521286
1441,1.1464223
1442,1.1509829
1443,1.1546961
1444,1.1335104
1445,1.1443243
1446,1.3934
1447,1.3969882
1448,1.1678069
1449,1.5985297
1450,1.5932591
1451,1.4796367
1452,2.5392728
1453,2.0084019
1454,2.0726373
1455,1.1493251
1456,1.2256597
1457,1.1680009
1458,1.1857461
1459,1.1714876
1460,1.1735585
1461,1.1734433
1462,1.1706252
1463,1.1705259
1464,1.2142034
1465,1.2893648
1466,1.1747577
1467,1.5829788
1468,1.4947892
1469,1.6234916
1470,1.7135756
1471,1.7781496
1472,1.8131622
1473,1.4436582
1474,1.4294095
1475,1.4658566
1476,1.6059643
1477,2.1661818
1478,1.9217978
1479,1.5101224
1480,1.5938809
1481,1.6384985
1482,1.7517568
1483,1.6454351
1484,1.7749768
1485,1.4580915
1486,1.3619516
1487,1.4742699
1488,1.3543665
1489,1.2236876
1490,1.306605
1491,1.0969875
1492,1.2195721
1493,1.268554
1494,1.2150544
1495,1.3625591
1496,1.3226304
1497,1.889946
1498,2.0855038
1499,2.106554
1500,1.7910197
1501,1.9091706
1502,1.9208804
1503,2.2616558
1504,2.1015465
1505,2.45051
1506,1.5119387
1507,1.5046808
1508,1.3992882
1509,1.6801177
1510,1.3237524
1511,1.6130135
1512,1.843864
1513,1.5930367
1514,1.4520786
1515,1.2506117
1516,1.2582426
1517,1.250516
1518,1.8399429
1519,1.634092
1520,1.9816033
1521,1.0310811
1522,1.0173296
1523,1.0109015
1524,1.2039932
1525,1.2424295
1526,1.2300372
1527,1.2577662
1528,1.2893028
1529,1.2086666
1530,1.3186994
1531,1.3713472
1532,1.3642006
1533,2.3612812
1534,2.0357356
1535,2.1080606
1536,1.6217805
1537,1.5148871
1538,1.5562112
1539,1.0564743
1540,1.0687244
1541,1.0974628
1542,1.4019773
1543,1.5708805
1544,1.4756054
1545,1.173028
1546,1.2189599
1547,1.2309868
1548,1.1618226
1549,1.4799966
1550,1.3470938
1551,1.3383484
1552,1.6845417
1553,1.7243199
1554,1.1888204
1555,1.1019108
1556,1.1084981
1557,1.2447505
1558,1.2780778
1559,1.2832804
1560,1.0950986
1561,1.0682101
1562,1.0684196
1563,1.955827
1564,1.8710521
1565,1.8302985
1566,1.6758134
1567,1.6371658
1568,1.6552539
1569,1.7379084
1570,1.8242227
1571,1.7410041
1572,1.4212561
1573,1.1186588
1574,1.1654298
1575,1.7951562
1576,1.6510675
1577,1.5481055
1578,2.0363305
1579,2.0977135
1580,2.07223
1581,1.043042
1582,1.0599215
1583,1.0995451
1584,1.1915046
1585,1.1523027
1586,1.1563439
1587,1.4027255
1588,1.5648129
1589,1.4920201
1590,1.7440646
1591,1.716568
1592,1.7302465
1593,1.2769866
1594,1.5110676
1595,1.4566498
1596,1.3298817
1597,1.2427003
1598,1.2666993
1599,1.1235522
1600,1.130271
1601,1.1309648
1602,1.112629
1603,1.119365
1604,1.1206443
1605,1.1502573
1606,1.1487976
1607,1.1442456
1608,1.1408219
1609,1.1250732
1610,1.182938
1611,1.1644816
1612,1.1172843
1613,1.1512244
1614,1.1994185
1615,1.1228635
1616,1.114748
1617,1.2152805
1618,1.2258866
1619,1.2805305
1620,1.2757611
1621,1.2773306
1622,1.2731061
1623,1.1460898
1624,1.1454955
1625,1.1464093
1626,1.1746249
1627,1.1572635
1628,1.1611258
1629,1.1386443
1630,1.1553838
1631,1.1606262
1632,1.1427585
1633,1.1355953
1634,1.1455381
1635,1.1486568
1636,1.197725
1637,1.1917945
1638,1.2217872
1639,1.2384335
1640,1.202907
1641,1.262752
1642,1.224426
1643,1.1915659
1644,1.1934386
1645,1.2058487
1646,1.1891806
1647,1.20039
1648,1.2319329
1649,1.2480602
1650,1.1701698
1651,1.179143
1652,1.1494491
1653,1.182445
1654,1.1635865
1655,1.2448692
1656,1.1549518
1657,1.191169
1658,1.1515322
1659,1.868287
1660,1.5155814
1661,1.2901239
1662,1.238959
1663,1.2466292
1664,1.2180324
1665,1.0989152
1666,1.0968773
1667,1.067213
1668,1.8464206
1669,1.3753626
1670,1.4078158
1671,1.1196636
1672,1.198204
1673,1.5406051
1674,1.1843939
1675,1.2454426
1676,1.4760844
1677,1.5216398
1678,1.4725585
1679,1.6679705
1680,1.3889481
1681,1.3776685
1682,1.3675404
1683,1.1838808
1684,1.1655846
1685,1.1632986
1686,1.1639868
1687,1.1509341
1688,1.1406691
1689,1.1591887
