,0,1,2
196,114.03902,22.613,99.639999985695
197,114.03901,22.613,99.669999986887
198,114.03894,22.61298,98.02999997139
199,114.03883,22.6129,96.29999995232
200,114.03874,22.61284,96.84999990463
201,114.03862,22.61276,95.03999996185
202,114.03849,22.6127,96.18000006676
203,114.03842,22.61268,98.04999995232
204,114.03839,22.61268,99.0
205,114.03838,22.61267,99.069999992847
206,114.03838,22.61267,100.0
207,114.03838,22.61267,100.0
208,114.03838,22.61267,100.0
209,114.03835,22.61266,98.80999994278
210,114.03828,22.61266,97.45000004768
211,114.03811,22.6126,93.76000022888
212,114.03788,22.61247,92.11000013351
213,114.03771,22.61239,94.19000005722
214,114.03762,22.61244,97.8599998951
215,114.03752,22.61247,96.50999999046
216,114.0373,22.6126,92.17000007629
217,114.037,22.61283,88.1099996567
218,114.03675,22.61309,86.75
219,114.03649,22.61338,85.6300001144
220,114.03623,22.61369,85.1400003433
221,114.03597,22.61403,84.5100002289
222,114.0357,22.61437,84.9899997711
223,114.01515,22.5855,84.1899995804
224,114.0152,22.58592,84.1700000763
225,114.01525,22.58634,84.1899995804
226,114.01529,22.58662,84.1800003052
227,114.01529,22.58662,84.1800003052
228,114.01535,22.5867,83.7999992371
229,114.01535,22.58712,83.7099990845
230,114.01546,22.58759,84.0100002289
231,114.01549,22.58804,84.0
232,114.01551,22.58846,84.2600002289
233,114.01556,22.58889,84.1899995804
234,114.01562,22.58931,84.6000003815
235,114.01567,22.58973,84.1899995804
236,114.01572,22.59016,84.2399997711
237,114.01578,22.59058,84.5799999237
238,114.01583,22.591,84.6999998093
239,114.01588,22.5914,84.8500003815
240,114.01593,22.59181,84.8800001144
241,114.01598,22.59222,84.8100004196
242,114.01603,22.59263,84.7700004578
243,114.01608,22.59305,84.6300001144
244,114.01613,22.59346,84.6999998093
245,114.01619,22.59385,85.029999733
246,114.01624,22.59426,84.9300003052
247,114.01626,22.59447,85.6700000763
248,114.01635,22.59516,85.1400003433
249,114.01642,22.59559,85.7899999619
250,114.01648,22.59595,86.470000267
251,114.01655,22.59633,85.75
252,114.01662,22.59673,84.1800003052
253,114.01668,22.59718,82.9400005341
254,114.01674,22.59765,82.1100006104
255,114.0168,22.59812,82.7600002289
256,114.01685,22.59856,83.4799995422
257,114.0169,22.599,83.2900009155
258,114.01695,22.59946,83.2299995422
259,114.01699,22.5999,83.8600006104
260,114.01703,22.6003,86.0799999237
261,114.01713,22.60062,90.76000022888
262,114.01725,22.60074,97.40000009537
263,114.01782,22.60089,86.3400001526
264,114.01815,22.60072,86.1800003052
265,114.0183,22.6004,85.9799995422
266,114.01819,22.60003,86.0799999237
267,114.01793,22.59973,85.970000267
268,114.01759,22.59955,86.5500001907
269,114.01721,22.59947,86.8699998856
270,114.01682,22.59945,85.4899997711
271,114.01644,22.59947,86.4300003052
272,114.01605,22.59949,86.6999998093
273,114.01572,22.59954,88.75
274,114.01544,22.59963,89.7100000381
275,114.01518,22.59975,89.8699998856
276,114.01492,22.59993,87.6899995804
277,114.01464,22.60014,87.779999733
278,114.0144,22.60038,87.8299999237
279,114.01415,22.60065,86.8199996948
280,114.01395,22.60097,86.0100002289
281,114.01385,22.60136,86.1199998856
282,114.0137,22.60168,86.4799995422
283,114.0136,22.60199,87.9200000763
284,114.01356,22.60231,88.7299995422
285,114.01363,22.6026,90.72999954224
286,114.01383,22.60282,92.78000020981
287,114.01411,22.60293,91.71000003815
288,114.01437,22.60288,91.01000022888
289,114.01454,22.60273,90.67000007629
290,114.01459,22.60242,90.39000034332
291,114.01453,22.60224,89.75
292,114.01436,22.60198,86.5799999237
293,114.01415,22.60169,84.3299999237
294,114.01394,22.60141,84.4899997711
295,114.01373,22.60114,85.7299995422
296,114.01342,22.60081,87.4600000381
297,114.01316,22.60056,87.6199998856
298,114.03105,22.61456,99.59999999404
299,114.03105,22.61455,98.77999997139
300,114.03105,22.61456,100.0
301,114.03105,22.61456,100.0
302,114.03104,22.61456,100.0
303,114.03105,22.61456,100.0
304,114.03105,22.61455,100.0
305,114.03105,22.61455,100.0
306,114.03105,22.61455,100.0
307,114.03105,22.61455,100.0
308,114.03105,22.61455,100.0
309,114.03105,22.61455,100.0
310,114.03105,22.61455,100.0
311,114.03105,22.61455,100.0
312,114.03105,22.61455,100.0
313,114.03105,22.61455,100.0
314,114.03105,22.61455,100.0
315,114.03105,22.61455,100.0
316,114.03105,22.61455,100.0
317,114.03105,22.61455,100.0
318,114.03106,22.61456,100.0
319,114.03105,22.61458,100.0
320,114.03105,22.61459,100.0
321,114.03105,22.61459,100.0
322,114.03105,22.61459,100.0
323,114.03105,22.61459,100.0
324,114.03106,22.61459,100.0
325,114.03106,22.61459,100.0
326,114.03106,22.61459,100.0
327,114.03106,22.61459,100.0
328,114.03106,22.61459,100.0
329,114.03106,22.61459,100.0
330,114.03106,22.61459,100.0
331,114.03106,22.61459,100.0
332,114.03106,22.61459,100.0
333,114.03106,22.61459,100.0
334,114.03106,22.61459,100.0
335,114.03106,22.61459,100.0
336,114.03106,22.61459,100.0
337,114.03106,22.61458,99.420000016689
338,114.03107,22.61459,100.0
339,114.03107,22.61458,100.0
340,114.03108,22.61457,100.0
341,114.03108,22.61456,100.0
342,114.03108,22.61456,100.0
343,114.03108,22.61456,100.0
344,114.03109,22.61455,100.0
345,114.03109,22.61455,100.0
346,114.03109,22.61455,100.0
347,114.03109,22.61455,100.0
348,114.03113,22.61448,95.36000013351
349,114.03124,22.61434,94.75
350,114.03137,22.61418,92.23999977112
351,114.03152,22.61397,90.56999969482
352,114.03169,22.61372,88.5100002289
353,114.03186,22.61345,88.4600000381
354,114.032,22.61323,91.30000019073
355,114.03214,22.613,88.8999996185
356,114.03232,22.61274,88.5
357,114.03248,22.6125,89.470000267
358,114.03259,22.61235,93.30000019073
359,114.03264,22.61226,96.03999996185
360,114.03271,22.61218,96.8900001049
361,114.0328,22.61204,94.13999986649
362,114.03288,22.61193,95.57999992371
363,114.03296,22.61182,95.46000003815
364,114.033,22.61175,96.46000003815
365,114.03309,22.61162,94.78999996185
366,114.03322,22.61142,91.98999977112
367,114.03338,22.6112,89.7299995422
368,114.03351,22.61096,89.7899999619
369,114.03364,22.61069,89.1000003815
370,114.03374,22.61046,91.69999980927
371,114.03382,22.6103,94.84999990463
372,114.03388,22.61019,95.90000009537
373,114.03392,22.61011,97.30999994278
374,114.03393,22.61007,99.379999995232
375,114.03395,22.61005,99.389999985695
376,114.03394,22.61004,99.84999999404
377,114.03396,22.61001,97.74000000954
378,114.03402,22.60993,95.69000005722
379,114.03408,22.60979,94.88999986649
380,114.03407,22.60966,94.69000005722
381,114.03399,22.60957,95.38000011444
382,114.03393,22.60952,97.45000004768
383,114.03386,22.60946,96.6400001049
384,114.03376,22.6094,95.57999992371
385,114.03359,22.60927,90.72999954224
386,114.0333,22.60907,86.7399997711
387,114.03297,22.60886,86.5600004196
388,114.03265,22.60867,86.9200000763
389,114.03233,22.60845,86.2600002289
390,114.032,22.60824,86.0500001907
391,114.03166,22.60805,86.8000001907
392,114.03133,22.60786,86.779999733
393,114.03102,22.60767,87.5900001526
394,114.03079,22.60754,91.65999984741
395,114.03062,22.60743,93.46000003815
396,114.03046,22.60734,93.44999980927
397,114.03032,22.60725,95.05999994278
398,114.03019,22.60717,94.84999990463
399,114.03007,22.6071,95.03999996185
400,114.02994,22.60702,94.51000022888
401,114.02984,22.60696,97.09999990463
402,114.02977,22.60693,96.71000003815
403,114.02963,22.60683,92.38000011444
404,114.02937,22.60675,89.8999996185
405,114.0291,22.60663,89.0
406,114.02887,22.60651,91.72999954224
407,114.02864,22.60638,90.56999969482
408,114.02842,22.60625,91.90999984741
409,114.02825,22.60614,93.36999988556
410,114.02812,22.60606,94.61000013351
411,114.02802,22.606,97.03999996185
412,114.02794,22.60598,96.69000005722
413,114.02785,22.60594,96.15000009537
414,114.02767,22.60601,93.0
415,114.02749,22.60618,91.60999965668
416,114.02738,22.60636,92.23000001907
417,114.02728,22.60651,95.19000005722
418,114.02724,22.60659,96.56999993324
419,114.02722,22.60666,97.25999999046
420,114.02723,22.60678,96.00999999046
421,114.02724,22.60683,97.95000004768
422,114.02722,22.60682,100.0
423,114.0274,22.60698,94.88999986649
424,114.02749,22.60707,96.20000004768
425,114.02759,22.60713,95.21999979019
426,114.0277,22.60721,94.92999982834
427,114.02782,22.60732,94.03999996185
428,114.02796,22.60744,93.11000013351
429,114.02806,22.60755,96.00999999046
430,114.0281,22.60759,98.36000001431
431,114.0281,22.60759,99.360000014305
432,114.02813,22.60761,99.110000014305
433,114.02815,22.60762,99.110000014305
434,114.02817,22.60763,99.110000014305
435,114.02819,22.60765,99.110000014305
436,114.02821,22.60766,99.110000014305
437,114.02824,22.60767,101.0
438,114.02824,22.60767,101.0
439,114.02824,22.60767,101.0
440,114.02824,22.60767,101.0
441,114.02824,22.60767,101.0
442,114.02824,22.60767,101.0
443,114.02824,22.60767,101.0
444,114.01544,22.58504,89.5699996948
445,114.01562,22.58526,89.5699996948
446,114.01581,22.58548,89.5699996948
447,114.016,22.58571,89.5699996948
448,114.0162,22.58593,89.5699996948
449,114.01639,22.58614,89.5699996948
450,114.01927,22.58774,87.9399995804
451,114.01951,22.58787,91.06999969482
452,114.01962,22.58787,97.33999991417
453,114.01968,22.58788,97.81999993324
454,114.01977,22.58795,95.90999984741
455,114.01987,22.58801,95.40999984741
456,114.01997,22.58807,96.50999999046
457,114.02004,22.58812,96.92000007629
458,114.02009,22.58816,97.71000003815
459,114.02016,22.58817,97.19000005722
460,114.02027,22.5882,95.21000003815
461,114.02039,22.58822,96.69000005722
462,114.02044,22.58823,98.61000001431
463,114.02049,22.58824,96.97000002861
464,114.02058,22.58827,96.21000003815
465,114.02067,22.5883,97.52999997139
466,114.02074,22.58832,96.6400001049
467,114.02089,22.58838,94.88000011444
468,114.02104,22.58842,94.59999990463
469,114.02122,22.5885,92.94999980927
470,114.02143,22.58856,92.34000015259
471,114.02165,22.58865,92.19000005722
472,114.02187,22.58872,92.23000001907
473,114.02209,22.58879,92.0
474,114.0223,22.58886,92.09000015259
475,114.02251,22.58892,92.53000020981
476,114.02272,22.58902,92.07999992371
477,114.02297,22.58911,90.01000022888
478,114.02326,22.5892,89.5799999237
479,114.02355,22.5893,88.9200000763
480,114.02386,22.58939,88.470000267
481,114.0242,22.5895,87.7299995422
482,114.02454,22.58959,88.529999733
483,114.02484,22.58968,89.279999733
484,114.02516,22.58978,88.3999996185
485,114.02553,22.58984,86.9899997711
486,114.02591,22.58983,87.1599998474
487,114.02626,22.58968,86.9499998093
488,114.02657,22.58949,88.0600004196
489,114.02687,22.58934,88.2600002289
490,114.0272,22.58928,88.3400001526
491,114.02753,22.58936,87.8999996185
492,114.02781,22.58955,88.25
493,114.02803,22.58983,87.3100004196
494,114.02818,22.59017,86.5699996948
495,114.02827,22.59054,85.470000267
496,114.02835,22.59095,84.3699998856
497,114.02843,22.59139,83.3400001526
498,114.02852,22.59185,82.5900001526
499,114.02861,22.59233,82.3799991608
500,114.02873,22.59277,83.5699996948
501,114.02894,22.59317,83.4400005341
502,114.02923,22.59353,83.2399997711
503,114.02959,22.59385,82.8799991608
504,114.02998,22.59415,82.7399997711
505,114.03036,22.59445,82.7600002289
506,114.03074,22.59476,82.9400005341
507,114.03107,22.5951,83.8400001526
508,114.03129,22.59543,85.720000267
509,114.03146,22.59577,86.8199996948
510,114.03158,22.59611,86.9600000381
511,114.03167,22.59647,86.1599998474
512,114.0317,22.59686,84.9099998474
513,114.03166,22.59728,84.3999996185
514,114.03155,22.59769,84.1899995804
515,114.0314,22.59808,84.9600000381
516,114.03122,22.59842,86.1000003815
517,114.03105,22.59876,86.2399997711
518,114.03088,22.59906,87.3900003433
519,114.0369,22.61249,92.30000019073
520,114.03701,22.61236,94.94999980927
521,114.03708,22.61228,98.20000004768
522,114.03708,22.61228,100.0
523,114.03708,22.61228,100.0
524,114.03708,22.61228,100.0
525,114.03708,22.61228,100.0
526,114.03708,22.61228,100.0
527,114.03708,22.61228,100.0
528,114.03708,22.61228,100.0
529,114.03708,22.61228,100.0
530,114.03708,22.61228,100.0
531,114.03708,22.61228,100.0
532,114.03708,22.61228,100.0
533,114.03708,22.61228,100.0
534,114.03708,22.61228,100.0
535,114.03708,22.61228,100.0
536,114.03708,22.61228,100.0
537,114.03708,22.61228,100.0
538,114.03708,22.61228,100.0
539,114.03708,22.61228,100.0
540,114.03708,22.61228,100.0
541,114.03708,22.61228,100.0
542,114.03708,22.61228,100.0
543,114.03708,22.61228,100.0
544,114.03708,22.61228,100.0
545,114.03708,22.61228,100.0
546,114.03708,22.61228,100.0
547,114.03708,22.61228,100.0
548,114.03708,22.61228,100.0
549,114.03708,22.61228,100.0
550,114.03708,22.61228,100.0
551,114.03708,22.61228,100.0
552,114.03708,22.61228,100.0
553,114.03708,22.61228,100.0
554,114.03708,22.61228,100.0
555,114.03708,22.61228,100.0
556,114.03708,22.61228,100.0
557,114.0371,22.61226,97.1099998951
558,114.03719,22.61217,93.44999980927
559,114.03735,22.612,90.21000003815
560,114.03756,22.61175,86.7899999619
561,114.0378,22.61145,85.1800003052
562,114.03809,22.61111,82.9500007629
563,114.0384,22.61074,82.5699996948
564,114.03871,22.61036,82.0499992371
565,114.03902,22.60998,82.5900001526
566,114.03932,22.60961,83.2399997711
567,114.0396,22.60926,84.6400003433
568,114.03984,22.60896,87.6800003052
569,114.04002,22.60873,91.5
570,114.04014,22.6086,95.48999977112
571,114.0402,22.60854,97.68000006676
572,114.04023,22.60851,98.09000003338
573,114.04023,22.60851,100.0
574,114.04023,22.60851,100.0
575,114.04023,22.60851,100.0
576,114.04023,22.60851,100.0
577,114.04023,22.60851,100.0
578,114.04023,22.60851,100.0
579,114.04023,22.60851,100.0
580,114.04023,22.60851,100.0
581,114.04023,22.60851,100.0
582,114.04023,22.60851,100.0
583,114.04023,22.60851,100.0
584,114.04023,22.60851,100.0
585,114.04023,22.60851,100.0
586,114.04023,22.60851,100.0
587,114.04023,22.60851,100.0
588,114.04023,22.60851,100.0
589,114.04023,22.60851,100.0
590,114.04023,22.60851,100.0
591,114.04025,22.60849,97.5
592,114.04034,22.6084,94.0
593,114.04049,22.60823,90.47999954224
594,114.04068,22.60801,88.1899995804
595,114.04093,22.60773,85.5100002289
596,114.0412,22.60741,84.2700004578
597,114.0415,22.60706,83.2299995422
598,114.0418,22.60669,83.0100002289
599,114.0421,22.60632,82.5
600,114.04242,22.60594,82.1499996185
601,114.04272,22.60557,84.029999733
602,114.04296,22.60528,88.6800003052
603,114.04314,22.60508,92.42999982834
604,114.04324,22.60496,95.28000020981
605,114.0433,22.60488,97.68000006676
606,114.04335,22.60482,95.84000015259
607,114.04345,22.60471,93.28000020981
608,114.04359,22.60453,90.94999980927
609,114.04377,22.60432,88.6499996185
610,114.04399,22.60406,87.9099998474
611,114.04421,22.6038,87.3999996185
612,114.04444,22.60353,86.2700004578
613,114.04471,22.60322,84.7100000381
614,114.04499,22.6029,84.3500003815
615,114.04528,22.60256,83.5900001526
616,114.04556,22.60221,83.8799991608
617,114.04584,22.60187,84.5399999619
618,114.0461,22.60155,85.75
619,114.04633,22.60126,88.0
620,114.0465,22.60103,90.72999954224
621,114.04668,22.60087,93.36000013351
622,114.04678,22.60076,95.34999990463
623,114.04684,22.60069,97.19000005722
624,114.04689,22.60062,96.3599998951
625,114.04697,22.60052,95.26000022888
626,114.04706,22.6004,93.76999998093
627,114.04717,22.60026,93.07000017166
628,114.04731,22.60009,91.22999954224
629,114.04748,22.59987,89.8100004196
630,114.04755,22.5998,89.5500001907
631,114.04774,22.59957,88.6300001144
632,114.05187,22.58887,81.25
633,114.05187,22.58942,79.7999992371
634,114.05166,22.58989,80.9400005341
635,114.0514,22.5903,81.4400005341
636,114.051,22.59084,79.2099990845
637,114.05056,22.5913,80.1700000763
638,114.05019,22.59167,81.7299995422
639,114.04993,22.59198,85.6999998093
640,114.04982,22.5922,88.0200004578
641,114.04967,22.59249,87.3000001907
642,114.04947,22.59279,86.4600000381
643,114.04919,22.59308,86.1000003815
644,114.04887,22.59326,86.4200000763
645,114.04858,22.59347,86.8500003815
646,114.04828,22.59372,85.9300003052
647,114.0479,22.59392,85.6300001144
648,114.04745,22.59408,84.1199998856
649,114.04702,22.59411,85.8199996948
650,114.04668,22.59412,89.5
651,114.04638,22.59413,90.57999992371
652,114.04605,22.59413,88.6199998856
653,114.04563,22.59418,86.1099996567
654,114.04522,22.5943,85.3900003433
655,114.04485,22.59449,85.9300003052
656,114.04454,22.59468,87.6899995804
657,114.04431,22.59486,90.17000007629
658,114.04422,22.59494,94.44000005722
659,114.04416,22.595,97.54999995232
660,114.04413,22.59503,98.86000001431
661,114.04413,22.59502,99.829999998212
662,114.04413,22.59502,98.76999998093
663,114.04412,22.59504,99.310000002384
664,114.04409,22.59506,100.0
665,114.04407,22.59508,97.78999996185
666,114.04402,22.59514,97.13000011444
667,114.04395,22.59521,96.84999990463
668,114.04387,22.59529,95.42000007629
669,114.04373,22.59544,93.84999990463
670,114.04359,22.59558,92.75
671,114.04348,22.59569,92.40000009537
672,114.04336,22.59581,96.04999995232
673,114.04327,22.59591,96.51999998093
674,114.0432,22.59598,96.49000000954
675,114.04311,22.59608,95.21999979019
676,114.04305,22.59614,98.20000004768
677,114.04304,22.59615,100.0
678,114.04306,22.59613,99.490000009537
679,114.04307,22.59612,100.0
680,114.04306,22.59612,100.0
681,114.04307,22.59612,100.0
682,114.04306,22.59612,100.0
683,114.04307,22.59612,100.0
684,114.04306,22.59612,100.0
685,114.04306,22.59612,100.0
686,114.04307,22.59612,100.0
687,114.04306,22.59612,100.0
688,114.04307,22.59612,100.0
689,114.04307,22.59612,100.0
690,114.04306,22.59612,100.0
691,114.04306,22.59612,100.0
692,114.04306,22.59612,100.0
693,114.04306,22.59612,100.0
694,114.04306,22.59612,100.0
695,114.04306,22.59612,100.0
696,114.04307,22.59612,100.0
697,114.04306,22.59612,100.0
698,114.04307,22.59612,100.0
699,114.04307,22.59612,100.0
700,114.04306,22.59612,100.0
701,114.04306,22.59612,100.0
702,114.04306,22.59612,100.0
703,114.04307,22.59612,100.0
704,114.04307,22.59612,100.0
705,114.04307,22.59612,100.0
706,114.04307,22.59612,99.389999985695
707,114.04304,22.59615,98.64999997616
708,114.04301,22.59618,97.11999988556
709,114.0429,22.59629,95.05999994278
710,114.04279,22.5964,95.17999982834
711,114.04253,22.59628,92.63999986649
712,114.04223,22.59609,89.0
713,114.04195,22.59583,87.5200004578
714,114.04174,22.59564,86.9399995804
715,114.04132,22.59533,86.4399995804
716,114.04096,22.59511,85.5500001907
717,114.04057,22.59492,85.1199998856
718,114.04012,22.59479,84.9200000763
719,114.03962,22.59472,84.3000001907
720,114.03906,22.59474,82.2999992371
721,114.03857,22.59484,83.0799999237
722,114.03809,22.59503,82.4799995422
723,114.03767,22.59527,81.8400001526
724,114.03723,22.59565,80.9200000763
725,114.03687,22.59612,80.9899997711
726,114.03668,22.5965,84.529999733
727,114.03656,22.59683,85.6300001144
728,114.03649,22.59722,86.7399997711
729,114.03646,22.59754,87.1700000763
730,114.03641,22.59792,86.8599996567
731,114.0363,22.59824,88.5200004578
732,114.03616,22.5985,90.39999961853
733,114.03604,22.59867,91.90999984741
734,114.03586,22.59885,91.10999965668
735,114.03568,22.59902,89.7299995422
736,114.03546,22.59919,88.7700004578
737,114.03516,22.59937,87.7600002289
738,114.03481,22.59953,88.8299999237
739,114.03454,22.59967,90.97000026703
740,114.03438,22.59981,91.75
741,114.03423,22.59998,91.76000022888
742,114.03408,22.60023,90.40999984741
743,114.03399,22.60041,90.39000034332
744,114.0339,22.60063,90.35999965668
745,114.03379,22.60089,89.9499998093
746,114.03368,22.60115,90.98999977112
747,114.0336,22.60132,92.21999979019
748,114.03352,22.60153,91.30000019073
749,114.03341,22.60178,88.1199998856
750,114.03326,22.60211,85.6099996567
751,114.03309,22.60245,85.2299995422
752,114.03291,22.60281,86.220000267
753,114.03276,22.60306,89.5500001907
754,114.03258,22.60323,92.42000007629
755,114.03243,22.60334,92.07000017166
756,114.03228,22.60346,91.80000019073
757,114.03211,22.60358,91.48999977112
758,114.03194,22.60371,94.05000019073
759,114.03182,22.60379,94.48000001907
760,114.03168,22.60389,93.46000003815
761,114.0315,22.60398,95.40999984741
762,114.03138,22.60402,95.11000013351
763,114.03119,22.60407,92.09000015259
